tradeId,ts,px,sz,side,datetime_utc
1561471298,1783784832002,78.07,7.43,sell,2026-07-11 15:47:12.002000+00:00
1561471296,1783784832002,78.07,235.85,sell,2026-07-11 15:47:12.002000+00:00
1561471295,1783784832002,78.07,0.79,sell,2026-07-11 15:47:12.002000+00:00
1561471294,1783784832002,78.07,1.36,sell,2026-07-11 15:47:12.002000+00:00
1561471300,1783784832002,78.07,64.08,sell,2026-07-11 15:47:12.002000+00:00
1561471297,1783784832002,78.07,8.84,sell,2026-07-11 15:47:12.002000+00:00
1561471301,1783784832002,78.07,58.58,sell,2026-07-11 15:47:12.002000+00:00
1561471304,1783784832002,78.07,127.8,sell,2026-07-11 15:47:12.002000+00:00
1561471302,1783784832002,78.07,2.47,sell,2026-07-11 15:47:12.002000+00:00
1561471303,1783784832002,78.07,225.17,sell,2026-07-11 15:47:12.002000+00:00
1561471299,1783784832002,78.07,2.42,sell,2026-07-11 15:47:12.002000+00:00
1561471315,1783784832745,78.07,0.01,sell,2026-07-11 15:47:12.745000+00:00
1561471316,1783784832745,78.07,0.06,sell,2026-07-11 15:47:12.745000+00:00
1561471314,1783784832745,78.07,1.29,sell,2026-07-11 15:47:12.745000+00:00
1561471313,1783784832745,78.07,0.2,sell,2026-07-11 15:47:12.745000+00:00
1561471312,1783784832745,78.07,4.08,sell,2026-07-11 15:47:12.745000+00:00
1561471311,1783784832745,78.07,18.17,sell,2026-07-11 15:47:12.745000+00:00
1561471318,1783784832745,78.07,37.88,sell,2026-07-11 15:47:12.745000+00:00
1561471317,1783784832745,78.07,90.78,sell,2026-07-11 15:47:12.745000+00:00
1561471305,1783784832745,78.07,24.02,sell,2026-07-11 15:47:12.745000+00:00
1561471306,1783784832745,78.07,0.07,sell,2026-07-11 15:47:12.745000+00:00
1561471307,1783784832745,78.07,0.34,sell,2026-07-11 15:47:12.745000+00:00
1561471308,1783784832745,78.07,0.34,sell,2026-07-11 15:47:12.745000+00:00
1561471309,1783784832745,78.07,40.5,sell,2026-07-11 15:47:12.745000+00:00
1561471310,1783784832745,78.07,1.18,sell,2026-07-11 15:47:12.745000+00:00
1561471319,1783784832801,78.06,0.07,sell,2026-07-11 15:47:12.801000+00:00
1561471320,1783784832801,78.06,0.02,sell,2026-07-11 15:47:12.801000+00:00
1561471321,1783784832801,78.06,0.02,sell,2026-07-11 15:47:12.801000+00:00
1561471322,1783784832801,78.06,2.77,sell,2026-07-11 15:47:12.801000+00:00
1561478990,1783785304321,78.28,1.67,buy,2026-07-11 15:55:04.321000+00:00
1561478992,1783785304944,78.28,9.74,buy,2026-07-11 15:55:04.944000+00:00
1561478991,1783785304944,78.28,1.04,buy,2026-07-11 15:55:04.944000+00:00
1561478998,1783785305018,78.28,161.66,buy,2026-07-11 15:55:05.018000+00:00
1561478994,1783785305018,78.28,16.2,buy,2026-07-11 15:55:05.018000+00:00
1561478996,1783785305018,78.28,0.07,buy,2026-07-11 15:55:05.018000+00:00
1561478995,1783785305018,78.28,0.13,buy,2026-07-11 15:55:05.018000+00:00
1561478997,1783785305018,78.28,2.69,buy,2026-07-11 15:55:05.018000+00:00
1561478993,1783785305018,78.28,41.34,buy,2026-07-11 15:55:05.018000+00:00
1561479000,1783785305026,78.28,0.07,buy,2026-07-11 15:55:05.026000+00:00
1561478999,1783785305026,78.28,0.02,buy,2026-07-11 15:55:05.026000+00:00
1561479059,1783785305217,78.29,0.12,buy,2026-07-11 15:55:05.217000+00:00
1561479030,1783785305217,78.29,0.55,buy,2026-07-11 15:55:05.217000+00:00
1561479058,1783785305217,78.29,14.0,buy,2026-07-11 15:55:05.217000+00:00
1561479028,1783785305217,78.29,0.03,buy,2026-07-11 15:55:05.217000+00:00
1561479029,1783785305217,78.29,0.01,buy,2026-07-11 15:55:05.217000+00:00
1561479042,1783785305217,78.29,0.15,buy,2026-07-11 15:55:05.217000+00:00
1561479043,1783785305217,78.29,0.02,buy,2026-07-11 15:55:05.217000+00:00
1561479044,1783785305217,78.29,0.02,buy,2026-07-11 15:55:05.217000+00:00
1561479045,1783785305217,78.29,0.07,buy,2026-07-11 15:55:05.217000+00:00
1561479046,1783785305217,78.29,0.02,buy,2026-07-11 15:55:05.217000+00:00
1561479031,1783785305217,78.29,0.06,buy,2026-07-11 15:55:05.217000+00:00
1561479032,1783785305217,78.29,0.02,buy,2026-07-11 15:55:05.217000+00:00
